English,Luganda
"Increasing MMRs were seen in the Region of the Americas, the European Region and Western Pacific Region between 2016 and 2020, despite the sizable decline during the MDG era.","MMRs ezeyongera zalabibwa mu kitundu kya Americas, ekitundu kya Bulaaya n’ekitundu ky’amaserengeta ga Pacific wakati wa 2016 ne 2020, wadde nga mu kiseera kya MDG yakendeera nnyo."
"However, the levels of MMR have remained below 80 deaths per 100000 live births in these three regions since 2000 .","Wabula, emiwendo gya MMR gisigadde wansi w’abantu 80 abafa ku buli 100000 abazaalibwa nga balamu mu bitundu bino ebisatu okuva mu 2000 ."
"To achieve the SDG global target of MMR below 70 deaths per 100000 live births by 2030, an ARR of 11.6% is required between 2021 and 2030, equivalent to over 1million deaths averted, compared with a scenario where the global stagnation continues (2, 3).","Okutuuka ku kiruubirirwa kya SDG eky’ensi yonna ekya MMR wansi w’okufa 70 ku buli 100000 abazaalibwa nga balamu omwaka 2030 we gunaatuukira, ARR ya 11.6% yeetaagibwa wakati wa 2021 ne 2030, nga kino kyenkanawa n’okufa okusukka mu bukadde 1, bw’ogeraageranya n’embeera ng’okuyimirira kw’ensi yonna kugenda mu maaso (2, 3)."
Mortality among children under 5years of age and among newborns Substantial global progress has been made in reducing childhood mortality since 2000.,Okufa mu baana abali wansi w’emyaka 5 ne mu balongo enkulaakulana ey’amaanyi mu nsi yonna ekoleddwa mu kukendeeza ku kufa kw’abaana okuva mu mwaka gwa 2000.
Children in the African Region continued to have the highest risk of dying before reaching the age of five.,Abaana mu kitundu kya Afrika baagenda mu maaso n’okubeera n’akabi akasinga okufa nga tebannatuuka ku myaka etaano.
"In fact, the African Region accounted for over half (2.7million, 90% UI: 2.53.2million) of the total under-five deaths in 2022, while only accounting for 30% of the global live At the country level, U5MRs in 2022 ranged from 1.5 (90% UI: 0.73.1) deaths per 1000 live births to 117.3 (90% UI: 93.3147.7) deaths per 1000 live births, which means that the risk of dying before turning five for a child born in the highest-mortality country was about 80 times that in the lowest-mortality country .","In fact, the African Region accounted for over half (2.7million, 90% UI: 2.53.2million) of the total under-five deaths in 2022, while only accounting for 30% of the global live At the country level, U5MRs in 2022 ranged from 1.5 (90% UI: 0.73.1) deaths per 1000 live births to ."
"However, the decline in global neonatal deaths from 2000 to 2020, at 44%, has been slower compared with the 56% drop in the number of deaths among children aged 159months during the The chances of survival from birth varies widely depending on where a child is born.","Wabula, okukendeera kw’okufa kw’abaana abaakazaalibwa mu nsi yonna okuva mu 2000 okutuuka mu 2020, ku 44%, kubadde kugenda mpola bw’ogeraageranya n’okukendeera kwa 56% mu muwendo gw’abafa mu baana ab’emyaka 159 mu biseera by’emikisa gy’okuwangaala okuva mu kuzaalibwa gyawukana nnyo okusinziira ku kifo omwana w’azaalibwa."
"With country-level NMRs in 2022 ranging from 0.7 (90% UI: 0.31.5) deaths per 1000 live births to 39.4 (90% UI: 10.8108.7) deaths per 1000 live births across the world, the risk of a newborn dying before their 28th day of life in the highest-mortality country was almost 60 times that in the lowest-mortality country .","With country-level NMRs in 2022 ranging from 0.7 (90% UI: 0.31.5) deaths per 1000 live births to 39.4 (90% UI: 10.8108.7) deaths per 1000 live births across the world, the risk of a newborn dying before their 28th day of life in the highest-mortality country was almost 60 times that in Ensi esinga okufa ."
Progress in reducing U5MR and NMR slowed in the first half of the SDG era () compared with what was achieved in the MDG era ().,Enkulaakulana mu kukendeeza U5MR ne NMR yakendeera mu kitundu ekisooka eky’omulembe gwa SDG () bw’ogeraageranya n’ebyo ebyatuukibwako mu mulembe gwa MDG ().
Even more countries are at risk of missing the SDG target for NMR (12 or fewer deaths per 1000 live births by 2030): 64 countries will need to accelerate the mortality decline to meet the target on time.,N’amawanga amalala gali mu bulabe bw’okusubwa ekiruubirirwa kya SDG ku NMR (12 oba okufa okutono ku buli 1000 abazaalibwa nga balamu omwaka 2030 we gunaatuukira): amawanga 64 gajja kwetaaga okwanguya okukendeera kw’okufa okusobola okutuukiriza ekiruubirirwa mu budde.
"The majority of the countries not on track to achieve the SDG targets are in the African Region, reinforcing the fact that children face different chances of survival depending on where they are born.","Amawanga agasinga obungi agatali ku mulamwa okutuukiriza ebiruubirirwa bya SDG gali mu kitundu kya Afrika, nga ganyweza nti abaana boolekagana n’emikisa egy’enjawulo egy’okuwangaala okusinziira ku kifo we bazaalibwa."
Declines in CDRs were observed in all regions in the period.,Okukendeera mu CDR kwalabiddwa mu bitundu byonna mu kiseera ekyo.
"However, the region with the highest CDR in 2021 (the African Region, at 19.4 [(UI: 16.422.4]) per 100000 population) still had a CDR that was nearly three times as high as in the region with the lowest CDR (the European Region, at 6.7 [UI: 6.27.3] per population).","Naye, ekitundu ekisinga obunene CDR mu 2021 (ekitundu kya Afrika, ku 19.4 [(UI: 16.422.4]) ku buli 100000) kyali kikyalina CDR eyali kumpi emirundi esatu okusinga mu kitundu ekirimu CDR esinga wansi (ekitundu kya Bulaaya, ku 6.7 [UI: 6.27.3] ."
"The Region of the Americas was the only region where overall increase was seen, rising from 7.2 (UI: 6.67.8) per 100000 in 2000 Globally, the rate of suicide deaths for men was more than double that for women in 2021 (CDR 12.3 [UI: 9.615.4] per 100000 population versus 5.9 [UI: 4.27.7] per population).","Ekitundu kya Americas kye kitundu kyokka okutwalira awamu we kyalabiddwa, nga kiva ku 7.2 (UI: 6.67.8) ku buli 100000 mu 2000 mu nsi yonna, omuwendo gw’abantu abafa okwetta gwali gusukka emirundi ebiri ku bakyala mu 2021 (CDR 12.3 [UI: 9.615.4] per 1000000000000000 4.27.7] buli bantu)."
"However, the sex disparity was uneven across regions, with a male-to-female ratio ranging from as low as 1.4 in the South-East Asia Region to nearly 4.0 in the Region of the Americas (Fig.","Wabula enjawulo mu kikula ky’omuntu yali tekwatagana mu bitundu byonna, ng’omugerageranyo gw’abasajja n’abakazi okuva ku 1.4 mu kitundu ky’obugwanjuba bw’obuvanjuba bwa Asia okutuuka kumpi 4.0 mu kitundu kya Amerika (Fig."
"In contrast, about a quarter of the global population resides in the Western Pacific Region, but this region accounted for only 6.2% of global homicide deaths, with a CDR (1.6 [UI: 1.12.1] per population) that was 8% of that in the highest region (Region of the Americas, 19.4 (UI: 16.522.7) per population) and just about 16% of that in the second highest (African Region, 9.6 [UI: 5.915.1] per Crude death rate (per population) Crude death rate (per population) World health statistics 2024: monitoring health for the SDGs, Sustainable Development Goals","Okwawukana ku ekyo, nga kimu kya kuna eky’abantu mu nsi yonna babeera mu kitundu ky’amaserengeta ga Pacific, naye ekitundu kino kyakola ebitundu 6.2% byokka ku kufa kw’ettemu mu nsi yonna, nga CDR (1.6 [UI: 1.12.1] ku buli bantu) nga 8% ku kitundu ekyo eky’oku ntikko (Region of the Americas, 19.4 (UI: 16.522.7). (African Region, 9.6 [UI: 5.915.1] Buli muwendo gw’abafa abatali balongoofu (buli bantu) Omuwendo gw’abafa abatali balongoofu (buli bantu) Ebibalo by’ebyobulamu mu nsi yonna 2024: Okulondoola ebyobulamu ku SDGs, ebiruubirirwa by’enkulaakulana ey’olubeerera"
"Compared with the Region of the Americas and the African Region, the CDR of homicide was also relatively low in the European, South-East Asia and Eastern Mediterranean regions, at 2.6 (UI: 2.13.3) per 100000 population, 3.7 (UI: 2.75.0) per population and 5.4 (UI: 3.28.6) per 100000 population, Men and women face disproportionate risk of homicide deaths, and the sex disparity was unevenly distributed across WHO regions.","Bw’ogeraageranya n’ekitundu ky’Amerika n’ekitundu kya Afirika, CDR y’ettemu nayo yali ntono nnyo mu bitundu by’Abazungu, South-East Asia n’obuvanjuba bwa Mediterranean, ku 2.6 (UI: 2.13.3) abantu 10000, 3.7 (UI: 2.75.0) buli bantu ne 5.4 (UII (UII: 3.28.2000) buli muwendo gwa bantu 5. Abakyala boolekagana n’akabi akatali ka bulijjo ak’okufa olw’ettemu, era enjawulo mu kikula ky’abantu yali egabanyizibwa mu ngeri etakwatagana mu bitundu bya WHO."
"Globally, the male-to-female ratio for CDR for homicide mortality in 2021 was 4.0, ranging from about 2.8 in the South-East Asia, Eastern Mediterranean and European regions to 7.1 in the Region of the Americas.","Mu nsi yonna, omugerageranyo gw’abasajja n’abakazi ogwa CDR olw’okufa kw’ettemu mu 2021 gwali 4.0, nga guli wakati wa nga 2.8 mu bitundu nga 2.8 mu bitundu by’obugwanjuba bw’obuvanjuba bwa Asiya, mu buvanjuba bwa Mediterranean ne Bulaaya okutuuka ku 7.1 mu kitundu kya Amerika."
"A strong age pattern was also observed, with young adults at age 2024 years having the highest age-specific mortality rate, peaking at 12.7 (UI: 9.517.1) deaths per 100000 population globally and up to 40.6 (UI: 36.145.3) deaths per 100000 population in the Region of the Americas (Fig.","Enkola y’emyaka egy’amaanyi nayo yalabibwa, ng’abavubuka abakulu ku myaka 2024 be basinga okufa emyaka egy’enjawulo, nga batuuka ku ntikko ku 12.7 (UI: 9.517.1) okufa ku buli bantu 100000 mu nsi yonna n’okutuuka ku 40.6 (UI: 36.145.3) okufa ku buli bantu 100000000000000000000000000000"
"The highest CDR in 2021 was observed in the African Region at 1.2 (UI: 0.72.2) per 100000 population, closely followed by the Western Pacific Region at just under 1.2 (UI: 0.51.7) per population.","CDR esinga obunene mu 2021 yalabibwa mu kitundu kya Afrika ku 1.2 (UI: 0.72.2) ku buli bantu 100000, nga bagobererwa nnyo ekitundu kya Western Pacific ku 1.2 zokka (UI: 0.51.7) ku buli bantu."
"The greatest decline in CDR was achieved in the European Region, with a nearly two thirds drop between 2000 and 2021.","Okukendeera okusinga mu CDR kwatuukibwako mu kitundu kya Bulaaya, nga kumpi ebitundu bibiri ku bisatu kwakendeera wakati wa 2000 ne 2021."
Slight increases were seen in the Region of the Americas and the Western Pacific Sex and age disparity were observed.,Okweyongera okutono kwalabiddwa mu kitundu kya Americas era ekikula ky’amawanga g’obugwanjuba ekya Pacific n’obutafaanagana mu myaka byalabiddwa.
Men were dying at a rate that was 68% higher than women.,Abasajja baali bafa ku muwendo ogwali waggulu ebitundu 68% okusinga abakazi.
"The greatest male-to-female ratios were observed in the Region of the Americas and the European Region at 2.3 and 2.6, respectively, whereas the lowest ratio was in the African Region at 1.4.","Emigerageranyo gy’abasajja n’abakazi egyasinga obunene gyalabiddwa mu kitundu kya Amerika n’ekitundu kya Bulaaya ku 2.3 ne 2.6, so nga omugerageranyo ogusinga wansi gwali mu kitundu kya Afirika ku 1.4."
"The youngest and the oldest population were at the highest risk of dying from unintentional poisoning, with population under 5 years old and 65 years old and over accounting for less than 20% of the global population but nearly 40% of the global deaths from unintentional poisoning in 2021 .","Abato n’abakadde baali mu bulabe obusinga obunene obw’okufa olw’obutwa obutali bugenderevu, nga omuwendo gw’abantu abali wansi w’emyaka 5 n’emyaka 65 n’okusukkuluma ku bantu abatakka wansi wa bitundu 20% ku bantu mu nsi yonna naye kumpi ebitundu 40% ku bantu abaafa mu nsi yonna olw’obutwa obutali bugenderevu mu 2021 ."
"The other three regions started at similar levels (22.223.9%) in 2000; however, the African Region saw more moderate decline (10.9%) and reached a premature mortality risk of 21.3% (UI: 13.531.3%) in 2019, whereas the fastest declines among all regions were observed in the European and Western Pacific regions (32.0% and 28.0% decline, respectively) Despite the progress made, the pace of change in most countries has slowed since the beginning of the SDG era in 2015.","Ebitundu ebirala ebisatu byatandika ku mitendera egy’enjawulo (22.223.9%) mu 2000; however, the African Region saw more moderate decline (10.9%) and reached a premature mortality risk of 21.3% (UI: 13.531.3%) in 2019, whereas the fastest declines among all regions were observed in the European and Western Pacific regions (32.0% and 28.0% decline, respectively) Despite the progress made, the pace of change in most countries has slowed since the beginning of the SDG era in 2015."
"With the global ARR slowing significantly (more than halved compared with the first 15 years of the century) between 2015 and 2019 to under 1%, the world is not on track to reach the 2030 SDG target.","Nga ARR ey’ensi yonna ekendeera nnyo (okusukka ekitundu bw’ogeraageranya n’emyaka 15 egyasooka egy’ekyasa) wakati wa 2015 ne 2019 okutuuka wansi wa 1%, ensi tegenda ku mulamwa kutuuka ku kiruubirirwa kya SDG ekya 2030."
"The only region where some acceleration was seen was the Eastern Mediterranean Region, yet the accelerated ARR was still less than half of that required to meet the SDG target.","Ekitundu kyokka eky’okusannyalala ekimu we kyalabiddwa kyali kitundu kya buvanjuba bwa Mediterranean, naye ate ARR eyanguwa yali ekyali wansi w’ekitundu ku ekyo ekyetaagisa okutuukiriza ekiruubirirwa kya SDG."
"The region of most concern in meeting the target is South-East Asia Region, where the previous overall slow but still declining trend in has reversed, with an increase in premature NCD mortality in .","Ekitundu ekisinga okweraliikiriza mu kutuukiriza ekigendererwa kye kitundu ky’obugwanjuba bw’obuvanjuba bwa Asia, ng’omuze ogw’okutwalira awamu ogw’okutwalira awamu ogw’okumpi naye nga gukyagenda gukendeera, nga gweyongedde mu kufa kwa NCD nga tekunnatuuka mu ."
"The latter may well be an artefact, as patients with Trajectories of NCD mortality after the onset of the COVID-19 pandemic are still being understood.","Ekisembayo kiyinza bulungi okuba ekintu eky’edda, ng’abalwadde abalina enkola z’okufa kwa NCD oluvannyuma lw’okutandika kwa COVID-19 ssennyiga omukambwe bakyategeerekeka."
"In countries that have low-quality vital registration, WHOs current estimates include a cause of death category, other pandemic-related mortality, that likely includes NCD mortality.","Mu nsi ezirina okuwandiisa okukulu okw’omutindo omutono, okubalirira kwa WHO mu kiseera kino mulimu ekivaako okufa, okufa okulala okwekuusa ku ssennyiga omukambwe, okuyinza okubaamu okufa kwa NCD."
NCDs are also at greater danger of dying prematurely from COVID-19 as a competing risk (and so recorded as COVID-19 deaths).,NCDs nazo ziri mu kabi akasingawo ak’okufa nga tezinnaba kutuuka okuva mu Covid-19 ng’akabi akavuganya (era bwe kityo ne kawandiikibwa ng’okufa kwa Covid-19).
There are still many unknowns around the progress in NCD premature mortality during the COVID-19 pandemic that can only be answered with more and better cause of death data to document the trends during and after the pandemic.,Waliwo bingi ebitannamanyika okwetoloola enkulaakulana mu NCD okufa nga tebanneetuuka mu kiseera kya COVID-19 ssennyiga ekiyinza okuddibwamu n’ekisinga okuviirako okufa data okuwandiika emitendera mu kiseera kya ssennyiga omukambwe n’oluvannyuma.
"First, they are due to the different (population-weighted) ambient and household particulate matter concentrations, but the different population distribution by age and underlying mortality patterns by cause also play a role.","Ekisooka, biva ku bipimo eby’enjawulo (ebipimo by’abantu) eby’omu kitundu n’eby’omu maka, naye ensaasaanya y’omuwendo gw’abantu ey’enjawulo okusinziira ku myaka n’engeri y’okufa gy’alimu n’ensonga nayo ekola kinene."
"Mortality attributed to unsafe WASH Unsafe WASH can lead to undesired health outcomes, including deaths.","Okufa nga kigambibwa nti kiva ku kunaaba okutali kwa bukuumi okutali kwa bukuumi kiyinza okuvaako ebiva mu bulamu ebitayagalwa, omuli n’okufa."
"SDG indicator 3.9.2 is defined as mortality rate attributed to unsafe WASH, and considers four health conditions in the estimation, namely diarrhoea, acute respiratory infections, undernutrition and soil-transmitted helminthiases.","SDG Indicator 3.9.2 etegeezebwa ng’omuwendo gw’abafa ogugambibwa nti guva ku kunaaba okutali kwa bukuumi, era etunuulira embeera z’obulamu nnya mu kuteebereza, kwe kugamba, ekiddukano, obulwadde bw’okussa obw’amaanyi, endya embi n’endwadde z’ensiri ezisimbiddwa ettaka."
"The latest estimate suggests that globally in 2019, safe WASH could have prevented 1.4million (UI: 1.31.5million) deaths.","Okubalirira okusembyeyo kulaga nti mu nsi yonna mu 2019, Safe Wash yandiba nga yalemesa obukadde 1.4 (UI: 1.31.5million) okufa."
"Among WHO regions, the highest mortality rates in 2019 were in the African Region (46.7deaths per 100000 population) and the South-East Asia Region (29.6 deaths per 100000 population) .","Mu bitundu bya WHO, omuwendo gw’abantu abasinga okufa mu mwaka gwa 2019 gwali mu kitundu kya Afrika (46.7okufa ku buli bantu 100000) n’ekitundu ky’obugwanjuba bwa Asia (29.6 okufa ku buli bantu 100000) ."
"The World health statistics 2023 revealed that not only have many advances attained in the MDG era () stalled since 2015, but the COVID-19 pandemic has further hampered improvements since 2020 .","Ebibalo by’ebyobulamu mu nsi yonna ebya 2023 byazudde nti si n’enkulaakulana nnyingi zokka ezituuse ku mulembe gwa MDG () ogwayimirira okuva mu 2015, wabula ssennyiga omukambwe eya Covid-19 eyongedde okulemesa enkulaakulana okuva mu 2020 ."
SDG indicators related to mortality are,Ebipimo bya SDG ebikwatagana n’okufa biri .
Percentage change in HIV incidence rate was calculated from unrounded incidence rates.,Enkyukakyuka mu bitundu 100 ku 100 mu muwendo gw’abakwatibwa akawuka ka siriimu gwabalirirwa okuva ku miwendo egy’enjawulo egy’okubeerawo.
"At the end of 2022, there were an estimated 39.0million (UI: 33.145.7million) people living with HIV globally, of which 37.5million (UI: 31.843.6million) were aged 15years or older and 1.5million (UI: 1.22.1million) were children aged under 15 years .","Ku nkomerero ya 2022, waaliwo abantu ababalirirwamu obukadde 39.0 (UI: 33.145.7million) abalina akawuka ka siriimu mu nsi yonna, nga ku bano obukadde 37.5 (UI: 31.843.6million) baali ba myaka 15 oba 1.2.22.22."
"In 2022, there were 1.3million (UI: 1.01.7million) new HIV infections globally.","Mu mwaka gwa 2022, waaliwo obukadde 1.3 (UI: 1.01.7million) obulwadde bwa siriimu obupya mu nsi yonna."
"The global HIV incidence rate (number of new HIV infections per uninfected population, SDG indicator 3.3.1) was (UI: 0.190.33) in 2015.","Omuwendo gw’abantu abakwatibwa akawuka ka siriimu mu nsi yonna (omuwendo gw’abapya abakwatibwa akawuka ka siriimu ku buli bantu abatalina kawuka ka siriimu, SDG Indicator 3.3.1) yali (UI: 0.190.33) mu 2015."
"The Eastern Mediterranean Region has seen a 45% increase in HIV incidence rate since 2015, although it still had the lowest number of new infections across WHO regions in 2022.","Ekitundu ky’obuvanjuba bwa Mediterranean kibaddemu okweyongera kwa 45% mu bungi bwa siriimu okuva mu 2015, wadde nga kyali kikyalina omuwendo omutono ogw’obulwadde obupya mu bitundu bya WHO mu 2022."
"HIV incidence rate declined by 31% during the same period in the South-East Asia Region, where both incidence rate and number are among the lowest.","Omuwendo gwa siriimu gwakendeera ebitundu 31% mu kiseera kye kimu mu kitundu ky’obugwanjuba bw’obuvanjuba bwa Asiya, ng’omuwendo gw’abakwatibwa n’omuwendo byombi bye bimu ku bisinga wansi."
"The latest estimates suggest that while the world is moving in the right direction, it is still far from An estimated 10.6million (UI: 9.911.4million) people developed TB globally in 2022, of which 55% were men, 33% were women and 12% were children under 15 years of age.","Okubalirira okusembyeyo kulaga nti wadde ensi etambula mu kkubo ettuufu, ekyali wala nnyo okuva ku bukadde 10.6 (UI: 9.911.4million) abantu abaakula mu nsi yonna mu 2022, nga ku bano 55% baali basajja, 33% baali bakyala ate 12% baali baana abali wansi w’emyaka 15 egy’emyaka."
"Globally, the net relative reduction in the TB incidence rate from 2015 to 2022 was 8.7%, falling far behind the WHO End TB strategy milestone .","Mu nsi yonna, okukendeera okw’enjawulo mu muwendo gw’abantu abaali bafunye akafuba okuva mu 2015 okutuuka mu 2022 kwali 8.7%, nga kugwa wala emabega w’enkola ya WHO End TB strategy ."
"Nevertheless, there were encouraging signs of progress.","Wadde kyali kityo, waaliwo obubonero obw’amaanyi obw’okukulaakulana."
"In 2022, there were an estimated 249million (UI: 225278million) malaria cases in 85 endemic countries and areas, leading to an estimated 631000 (UI: ) deaths .","Mu mwaka gwa 2022, waaliwo abantu ababalirirwamu obukadde 249 (UI: 225278million) mu nsi 85 ezisangibwa mu bitundu 85, ekyaviirako abantu ababalirirwamu 631000 (UI: ) okufa ."
"In 2022, the incidence rate was 58.4 (UI: 52.965.3); the expected rate was 26.2 if it was on trajectory to reach GTS targets.","Mu mwaka gwa 2022, omuwendo gw’abaaliwo gwali 58.4 (UI: 52.965.3); Omuwendo ogusuubirwa gwali 26.2 singa guba ku trajectory okutuuka ku GTS targets."
"If the current trends continue, it is unlikely that the GTS incidence targets will be achieved) .","Singa emitendera egy’omulembe gigenda mu maaso, tekisuubirwa nti ebiruubirirwa by’okubeerawo kwa GTS bijja kutuukirizibwa) ."
"Children under the age of five are particularly vulnerable; in 2022, almost four in every five malaria deaths in the region were among these young children .","Abaana abali wansi w’emyaka etaano be basinga okubeera mu bulabe; Mu mwaka gwa 2022, kumpi bana ku buli bantu bataano abafa omusujja gw’ensiri mu kitundu kino be bamu ku baana bano abato ."
"The first malaria vaccine, RTS,S/AS01 (RTS,S), was recommended by WHO in 2021 after successful pilot programmes in Ghana, Kenya and Malawi through the Malaria Vaccine Implementation Programme (Box 2.1).","Eddagala erisooka okugema omusujja gw’ensiri, RTS,S/AS01 (RTS,S), lyasemba mu WHO mu 2021 oluvannyuma lw’enteekateeka ez’okugezesa ezikola obulungi mu Ghana, Kenya ne Malawi nga bayita mu nteekateeka y’okussa mu nkola eddagala erigema omusujja (Box 2.1)."
Wide implementation of malaria vaccines is expected to save tens of thousands of lives each year.,Okussa mu nkola ennyo eddagala eriweweeza ku musujja kisuubirwa okutaasa obulamu bw’abantu enkumi n’enkumi buli mwaka.
"Box 2.1	 Malaria vaccine implementation in Ghana, Kenya and Malawi The Malaria Vaccine Implementation Programme (MVIP) was established by WHO to evaluate the public health use of the first malaria vaccine, RTS,S/AS01 .","Box 2.1 Okussa mu nkola eddagala eriweweeza ku musujja mu Ghana, Kenya ne Malawi Enteekateeka y’okussa mu nkola eddagala erigema omusujja gw’ensiri (MVIP) lyatandikibwawo ekitongole kya WHO okwekenneenya ebyobulamu by’abantu abasooka okugema omusujja gw’ensiri, RTS,S/AS01 ."
"Through the collaborative effort with the ministries of health in Ghana, Kenya and Malawi from 2019 to 2023, the RTS,Smalaria vaccine was integrated into routine child immunization services as part of each countrys national malaria control programme.","Okuyita mu kaweefube w’okukolagana ne Minisitule z’Ebyobulamu mu Ghana, Kenya ne Malawi okuva mu 2019 okutuuka mu 2023, eddagala lya RTS,Smalaria lyagattibwa mu mpeereza ya bulijjo ey’okugema abaana ng’ekimu ku bitundu by’enteekateeka y’eggwanga ey’okulwanyisa omusujja gw’ensiri mu ggwanga."
This is not just a scientific breakthrough but a life-saving intervention that can significantly reduce the burden of malaria on our communities.,Kino si kumenyawo kwa ssaayansi kwokka wabula okuyingira mu nsonga okutaasa obulamu kuyinza okukendeeza ennyo ku buzito bw’omusujja gw’ensiri ku bitundu byaffe.
Measured impact was additional to the benefits from insecticide-treated mosquito net (ITN) use and access to other child health interventions and care.,Ebipimo ebipimiddwa byali byongera ku migaso okuva mu nkozesa y’ensiri ezijjanjabiddwa eddagala ly’ebiwuka (ITN) n’okutuuka ku nkola endala ez’obulamu bw’abaana n’okulabirira.
"These findings were measured in the context of vaccine scale-up, with an average third-dose coverage of about 68% and average fourth-dose coverage of about 40% across the three countries.","Ebizuuliddwa bino byapimibwa mu mbeera y’okugema okulinnyisa, nga wakati wa ddoozi ey’okusatu ya ddoozi nga 68% n’okubikka kwa ddoozi ey’okuna okwa wakati nga 40% mu mawanga asatu."
The substantial public health impact of malaria vaccine is expected to increase as vaccine coverage increases.,Obulwadde bw’okugema omusujja gw’ensiri mu ngeri ey’amaanyi busuubirwa okweyongera ng’eddagala erigema lyeyongera.
"Malaria vaccine uptake is high, with no unintended consequences, such as reduction in ITN use, uptake of other childhood vaccines or change in health-seeking behaviour.","Okugema omusujja gw’ensiri kungi, nga tewali bivaamu bitali bigenderere, gamba ng’okukendeeza ku nkozesa ya ITN, okutwalibwa kw’eddagala eddala erigema abaana oba enkyukakyuka mu nneeyisa y’okunoonya ebyobulamu."
Community demand for and health worker acceptance of malaria vaccine is high.,Okwetaaga kw’abantu b’omukitundu n’abakozi b’ebyobulamu okukkiriza eddagala ly’omusujja kuli waggulu.
The malaria vaccine has a good safety profile  with more than 6million doses provided.,Eddagala lino eriweweeza ku musujja lirina obukuumi obulungi nga lirina dose ezisoba mu bukadde 6 eziweereddwa.
"In the three pilot countries, malaria vaccine even reached children who were not using other forms of malaria prevention, thereby extending the programmatic reach of malaria prevention interventions.","Mu nsi essatu ezigezesa, eddagala eriweweeza ku musujja lyatuuka n’okutuuka ku baana abaali tebakozesa ngeri ndala ez’okuziyiza omusujja gw’ensiri, bwe kityo ne kigaziya enteekateeka y’okuyingira mu nsonga z’okuziyiza omusujja gw’ensiri."
The MVIP further established that a moderately efficacious malaria vaccine can have high effectiveness and impact and will be accepted by communities and health workers.,MVIP yayongera okukakasa nti eddagala eriweweeza ku musujja ery’ekigero liyinza okuba n’obulungi obw’amaanyi n’okukosebwa era nga lijja kukkirizibwa ebitundu n’abakozi b’ebyobulamu.
"The MVIP also provided critical information to inform the recently updated WHO recommendation for malaria vaccines that applies to both RTS,Sand R21 vaccines, and forged a pathway for future malaria vaccine The high demand for malaria vaccines is unprecedented.","MVIP era yawadde amawulire amakulu okutegeeza eddagala eriweweeza ku musujja eriweweeza ku ddagala eriweweeza ku musujja eryaakatereezebwa erikolebwa ku ddagala lyombi erya RTS,Sand R21, n’okukola ekkubo erigema omusujja gw’ensiri mu biseera eby’omu maaso obwetaavu bungi obw’okugema omusujja gw’ensiri tebubangawo."
"More than 20 countries have been approved for malaria vaccine introduction support by Gavi, the Vaccine Alliance, and wider implementation began in 2024.","Amawanga agasukka mu 20 ge gakkiriziddwa okugema omusujja gw’ensiri obuwagizi okuva mu Gavi, omukago gw’okugema, n’okussa mu nkola mu bugazi byatandika mu 2024."
"As of 25 , eight countries in Africa offer the malaria vaccine as part of their childhood immunization programmes (Benin, Burkina Faso, Cameroon, Ghana, Kenya, Liberia, Malawi and Sierra Leone) and up to 10 additional countries are likely to introduce it this year.","We bwazibidde nga 25 , amawanga munaana mu Afrika gawa eddagala lino ng’omu ku nteekateeka zaabwe ez’okugema abaana mu buto (Benin, Burkina Faso, Cameroon, Ghana, Kenya, Liberia, Malawi ne Sierra Leone) era amawanga amalala agawera 10 gayinza okugayanjula omwaka guno."
At least 30 countries in Africa are interested in deploying malaria vaccines as part of their national malaria control plans.,Amawanga 30 mu Afrika gaagala okuyiwa eddagala eriweweeza ku musujja gw’ensiri ng’omu ku nteekateeka zaabwe ez’okulwanyisa omusujja gw’ensiri mu ggwanga.
"Globally, an estimated 304million people were living with chronic hepatitis Band Cin 2022, of whom 254million were living with hepatitis Band 50million with hepatitis C. The estimated number of people newly infected by viral hepatitis Band Cdeclined from 2.5million in 2019 to 2.2million in 2022 .","Globally, an estimated 304million people were living with chronic hepatitis Band Cin 2022, of whom 254million were living with hepatitis Band 50million with hepatitis C. The estimated number of people newly infected by viral hepatitis Band Cdeclined from 2.5million in 2019 to 2.2million in 2022 ."
"While this decline is encouraging, it is still far from the 2030 targets of 170000 new hepatitis Binfections and 350000 new hepatitis Cinfections .","Wadde nga okukendeera kuno kuzzaamu amaanyi, kukyali wala nnyo okuva ku biruubirirwa bya 2030 eby’obulwadde bwa Hepatitis obupya 170000 ne 350000 obupya obw’obulwadde bwa hepatitis ."
"Of the 2.2million new infections in 2022, more than 1.2million (UI: 0.81.5million) were hepatitis Band nearly 1.0million (UI: 0.81.3million) hepatitis C .","Ku bukadde 2.2, yinfekisoni empya mu 2022, obukadde obusoba mu 1.2 (UI: 0.81.5million) zaali za hepatitis band kumpi obukadde 1.0 (UI: 0.81.3million) hepatitis C ."
"There is, however, promising momentum in the region, as Egypt became the first country to achieve the gold tier status on the path to eliminating hepatitis Cinfection (Box 2.2).","Wabula waliwo amaanyi agasuubiza mu kitundu kino, nga Misiri bwe yafuuka ensi eyasooka okutuuka ku ddaala lya zaabu ku kkubo ly’okumalawo obulwadde bwa Hepatitis Cinfection (Box 2.2)."
