English,Luganda
"it is estimated to have declined from a very high prevalence of 31.1% (ui: 29.432.8%) in 2000, to 10.1% (ui: 9.510.8%) in 2022, which is considered a medium prevalence.","kiteeberezebwa nti kyakendeera okuva ku bungi bwa 31.1% (ui: 29.432.8%) mu 2000, okutuuka ku 10.1% (ui: 9.510.8%) mu 2022, ekitwalibwa ng’okubunye wakati."
"thinness was dominant in the double burden of malnutrition in this age group in 1990, with a prevalence of 13.5% (ui: 12.914.2%) (compare obesity: 1.9%, ui: 1.82.1%).","obugonvu bwali businga mu buzito bwa mirundi ebiri obw’endya embi mu kibinja ky’emyaka kino mu 1990, nga obungi bwa 13.5% (ui: 12.914.2%) (geraageranya omugejjo: 1.9%, ui: 1.82.1%)."
"this was driven by the rise in obesity, which tripled to 17.0% (ui: 15.618.3%) in 2022, while thinness prevalence decreased only slightly from 2.9% (ui: 2.53.5%) to 2.1% (ui: 1.92.4%).","kino kyavudde ku kweyongera kw’omugejjo, ogwakubisaamu emirundi esatu okutuuka ku 17.0% (ui: 15.618.3%) mu 2022, ate okukendeera kw’obugonvu kwakendeera katono okuva ku 2.9% (ui: 2.53.5%) okutuuka ku 2.1% (ui: 1.92.4%)."
"the south-east asia region was the only region where the double burden decreased, as thinness prevalence fell sharply from 29.9% region continued to have the highest thinness prevalence while obesity prevalence increased at an alarming rate prevalence of thinness and overweight among children and adolescents aged 519 years, globally and by who region, prevalence (%) eastern mediterranean region prevalence of overweight among children and adolescents aged 519 years prevalence of thinness among children and adolescents aged 519 years source: ncd risk factor collaboration .","the south-east asia region was the only region where the double burden decreased, as thinness prevalence fell sharply from 29.9% region continued to have the highest thinness prevalence while obesity prevalence increased at an alarming rate prevalence of thinness and overweight among children and adolescents aged 519 years, globally and by who region, prevalence (%) eastern mediterranean region prevalence of overweight among children and adolescents emyaka 519 egy’obungi bw’obugonvu mu baana n’abatiini ab’emyaka 519 ensibuko: ncd risk factor collaboration ."
"in 1990, globally an estimated 490million (ui: 470500million) adults aged 18 years and older were living with underweight, while 200million (ui: 190200million) were living with obesity.","mu 1990, mu nsi yonna abantu abakulu ababalirirwamu obukadde 490 (ui: 470500million) ab’emyaka 18 n’okudda waggulu baali babeera n’obuzito obutono, ate obukadde 200 (ui: 190200) baali babeera n’omugejjo."
"this increase has been driven by the rise in obesity, the age-standardized prevalence of which more than doubled from 6.6% (ui: 6.46.8%) in 1990 to 15.8% (ui: 15.416.2%) in 2022.","okweyongera kuno kuvudde ku mugejjo okweyongera, okusaasaana kw’emyaka nga ku bano kwakubisaamu emirundi ebiri okuva ku 6.6% (ui: 6.46.8%) mu 1990 okutuuka ku 15.8% (ui: 15.416.2%) mu 2022."
"the age-standardized prevalence of underweight halved in the same period, from 14.5% (ui: means that obesity has taken over the dominance in the double burden of malnutrition among adults globally in the past three decades (fig.","obunene bw’emyaka-omutindo gw’obuzito obutono bwakendeera mu kiseera kye kimu, okuva ku 14.5% (ui: kitegeeza nti omugejjo gutwalidde okufuga mu buzito obw’emirundi ebiri obw’endya embi mu bantu abakulu mu nsi yonna mu myaka amakumi asatu egiyise (fig."
"the region of the americas and the eastern mediterranean region have experienced the largest absolute increase in obesity prevalence since 1990, leading to the highest obesity prevalence across who regions in 2022, affecting one third of adults in the region of the americas and almost three in 10 in the eastern mediterranean region.","ekitundu kya amerika n’ekitundu ky’obuvanjuba bwa mediterranean kifunye okweyongera okunene ennyo mu bungi bw’omugejjo okuva mu 1990, ekivaako omugejjo ogusinga obunene mu bitundu bya who mu 2022, nga kikosa ekitundu kimu kya kusatu eky’abantu abakulu mu kitundu kya amerika era kumpi basatu mu 10 mu kitundu ky’obuvanjuba bwa mediterranean."
"in the european region, the 8.9 percentage point increase in the double burden was due entirely to the rise in obesity prevalence, as thinness prevalence remained low.","mu kitundu kya bulaaya, okweyongera kw’obubonero 8.9 ku buli 100 mu buzito obw’emirundi ebiri kwava ddala ku kweyongera kw’obungi bw’omugejjo, ng’obungi bw’obugonvu bwasigala wansi."
"about half of the double burden in the african region was due to obesity in 2022, up from about one fifth in 1990.","nga kimu kya kubiri eky’omugugu ogw’emirundi ebiri mu kitundu kya afrika gwali guvudde ku mugejjo mu 2022, okuva ku kitundu nga kimu eky’okutaano mu 1990."
"the western pacific region remained the region with the lowest combined prevalence of underweight and obesity among adults, but obesity is becoming dominant.","ekitundu ky’amaserengeta ga pacific kyasigala nga kye kitundu ekisinga obunene okugatta awamu obuzito obutono n’omugejjo mu bantu abakulu, naye omugejjo gufuuka gusinga."
"in 2022, obesity prevalence among women was a third or 4.3 percentage points higher among women different patterns are observed across the six who regions.","mu mwaka gwa 2022, okusaasaana kw’omugejjo mu bakyala kwali kwa kitundu kya kusatu oba ebitundu 4.3 ku buli 100 mu bakyala enkola ez’enjawulo zeeyolekera mu bitundu bya who omukaaga."
"these doubleduty actions are evidence-based, efficient and effective interventions that can make the most of often limited time, fiscal and human resources.","ebikolwa bino eby’emirundi ebiri bye bikolebwa mu ngeri eyesigamiziddwa ku bujulizi, ennungi era ennungi ebiyinza okukozesa obulungi ebiseera ebitera okuba ebitono, eby’ensimbi n’abakozi."
"common delivery platforms that can be leveraged for double-duty actions include national dietary guidelines, health systems, urban food systems, humanitarian settings and social double-duty actions need not necessarily be new actions.","emikutu gy’okutuusa ebintu egya bulijjo egisobola okukozesebwa mu bikolwa eby’emirundi ebiri mulimu ebiragiro by’emmere mu ggwanga, enkola z’ebyobulamu, enkola z’emmere mu bibuga, embeera z’abantu n’ebikolwa eby’emirimu ebiri mu bantu tekyetaagisa kuba bikolwa bipya."
"rather, policy-makers can capitalize on existing government buy-in and resources, by reviewing and refocusing existing food and agriculture policies.","wabula, abakola enkola basobola okukozesa gavumenti okugula n’ebikozesebwa ebiriwo, nga beetegereza n’okuddamu okussa essira ku nkola z’emmere n’ebyobulimi eziriwo."
strong opportunities for double-duty actions include the following examples: school feeding programmes that focus only on addressing undernutrition or overweight can be redesigned to ensure that they instead provide and promote a healthy diet; scaling up the who antenatal care recommendations; protecting and promoting breastfeeding; revising complementary feeding guidelines and educating care-givers on the risks of unhealthy complementary foods; designing social support and welfare programmes to reduce risks from unhealthy foods; and ensuring that food systems and food environment policies facilitate the purchase and consumption of a healthy diet by increasing access to and attractiveness of nutritious foods.,emikisa egy’amaanyi egy’ebikolwa eby’emirundi ebiri mulimu ebyokulabirako bino wammanga: enteekateeka z’okuliisa amasomero ezissa essira ku kukola ku by’okulya ebitali birungi oba omugejjo gwokka bisobola okuddamu okukolebwa okulaba nti mu kifo ky’ekyo biwa n’okutumbula endya ennungi; okulinnyisa ebiteeso by’okulabirira abaana nga tebannazaala; okukuuma n’okutumbula okuyonsa; okuddamu okutunula mu ndagiriro z‟okuliisa ezijjuliza n‟okusomesa abalabirira ku bulabe bw‟emmere etali nnungi ejjuliza; okukola enteekateeka z‟obuyambi bw‟abantu n‟obulungi bw‟abantu okukendeeza ku bulabe obuva mu mmere etali nnungi; n’okulaba ng’enkola z’emmere n’enkola z’obutonde bw’ensi ziyamba okugula n’okukozesa emmere ennungi nga bongera okufuna n’okusikiriza emmere erimu ebiriisa.
nutrition and food safety are closely interlinked and essential for achieving positive health outcomes from food systems.,endya n‟obukuumi bw‟emmere bikwatagana nnyo era byetaagisa nnyo okutuuka ku biva mu bulamu obulungi okuva mu nkola z‟emmere.
"there is a linkage between sub infection with enteropathogens and stunting (8, 9).","waliwo akakwate wakati w’obulwadde obutono obuyitibwa enteropathogens n’okuzimba (8, 9)."
"this understanding of disability is grounded in the who international classification of functioning, disability and health (icf), published in according to the who global report on health equity for persons with disabilities, approximately 1.3billion persons in 2021 about 16% of the global population had disability.","okutegeera kuno ku bulemu kwesigamiziddwa ku kitongole ky‟ensi yonna eky‟ensi yonna eky‟emirimu, obulemu n‟ebyobulamu (icf), ebifulumizibwa mu okusinziira ku lipoota ya who ey‟ensi yonna ku by‟obulamu eri abantu abaliko obulemu, abantu nga 1.3 mu mwaka gwa 2021 nga 16% ku bantu mu nsi yonna baalina obulemu."
the global number of persons with disabilities has increased substantially in the past decade due to demographic and epidemiological changes such as population growth and the increase in the number of persons with ncds who are living longer and ageing with limitations in functioning .,omuwendo gw'abantu abaliko obulemu mu nsi yonna gweyongedde nnyo mu myaka kkumi egiyise olw'enkyukakyuka mu bungi bw'abantu n'obulwadde bw'ensi nga okukula kw'abantu n'okweyongera kw'omuwendo gw'abantu abalina ncds abawangaala n'okukaddiwa n'obuzibu mu kukola emirimu .
"they die younger, have poorer health and increased disease risk, and more limitations in their everyday functioning.","bafa nga bato, balina obulamu obubi n’obulabe bw’endwadde okweyongera, n’obuzibu obusingawo mu nkola yaabwe eya bulijjo."
"the contributing factors to these inequities can be (i) health-system-related factors, such as barriers in physical infrastructure and communication, negative attitudes by health workers or lack of disability data in the health information system; (ii) structural factors, such as stigma and discrimination; (iii) social determinants, such as poverty and lack of education; and (iv) disease risk factors such as tobacco consumption and obesity.","ensonga eziyamba ku butali bwenkanya buno ziyinza okuba (i) ensonga ezikwata ku nkola y’ebyobulamu, gamba ng’ebiziyiza mu bikozesebwa ebirabika n’empuliziganya, endowooza embi abakozi b’ebyobulamu oba obutaba na biwandiiko bya bulemu mu nkola y’amawulire g’ebyobulamu; (ii) ensonga z’enzimba, gamba ng’okuvumwavumwa n’okusosola; (iii) ebisalawo embeera z’abantu, gamba ng’obwavu n’obutasoma; ne (iv) ensonga eziyinza okuvaako endwadde nga okunywa taaba n’omugejjo."
"however, a growing body of evidence indicates that persons with disabilities have higher rates of premature mortality compared with persons without disabilities .","naye, obujulizi obugenda bweyongera bulaga nti abantu abaliko obulemu balina emiwendo mingi egy’okufa nga tebanneetuuka bw’ogeraageranya n’abantu abatalina bulemu ."
a systematic review of 70 studies from 22 low- and middleincome countries found that persons with disabilities have double the mortality rates of persons without disabilities .,okwekenenya okutegekeddwa kw’okunoonyereza 70 okuva mu nsi 22 ezirina ssente entono n’eza wakati kwazuula nti abantu abaliko obulemu balina emirundi ebiri emiwendo gy’abantu abafa nga tebalina bulemu .
premature mortality is even more visible in those that are most marginalized among persons with disabilities.,okufa nga tekunnatuuka kusinga kulabika mu abo abasinga okusuulibwa ku bbali mu bantu abaliko obulemu.
"for example, evidence from some high-income european countries shows that persons with psychosocial or intellectual disabilities have higher risks of premature mortality compared with the general population .","okugeza, obujulizi okuva mu nsi ezimu eza bulaaya ezifuna ssente ennyingi bulaga nti abantu abalina obulemu ku mbeera z’abantu oba mu magezi balina obulabe obw’amaanyi obw’okufa nga tebanneetuuka bw’ogeraageranya n’abantu bonna ."
a systematic review of 56 studies found that persons with disabilities were almost three times as likely to die from covid-19 than persons without persons with disabilities have in general poorer health and higher risk of developing secondary health conditions .,okwekenenya okutegekeddwa kw’okunoonyereza 56 kwazuula nti abantu abaliko obulemu baali kumpi emirundi esatu okufa covid-19 okusinga abantu abatalina bulemu okutwalira awamu balina obulamu obubi okutwalira awamu n’obulabe obw’amaanyi obw’okukulaakulana embeera z’obulamu ez’okubiri .
"data from across 31 european countries collected via the european health interview survey in show that, overall, compared with persons without disability, persons with severe disability are more likely to report having ncds, including chronic respiratory diseases (over eight times as likely), coronary heart disease or angina pectoris (12 times as likely); stroke (28 times as likely); diabetes (almost six times as likely); and depression (over eight times as likely).","ebiwandiiko okuva mu mawanga ga bulaaya 31 agakung’aanyizibwa nga gayita mu kunoonyereza ku by’obulamu mu bulaaya biraga nti, okutwalira awamu, bw’ogeraageranya n’abantu abatalina bulemu, abantu abaliko obulemu obw’amaanyi batera okutegeeza nti balina ncds, omuli endwadde z’okussa ezitawona (emirundi egisukka mu munaana okusinga), endwadde z’omutima oba angina pectoris (emirundi 12 okusinga); okusannyalala (emirundi 28 nga bwe kiyinzika); sukaali (kumpi emirundi mukaaga nga kiyinzika); n’okwennyamira (emirundi egisukka mu munaana nga kiyinzika)."
"inequality in self-reported ncds and risk factors between persons with severe disability and persons with no disability across 31 european countries, 2019 persons with chronic lower respiratory diseases (excluding asthma) (%) persons with coronary heart disease or persons with stroke or chronic consequences of stroke (%) persons with diabetes (%) persons with chronic depression (%) persons with high blood pressure (%) persons who are obese (body mass index [bmi] equal to or greater than 30) (%) performing health-enhancing aerobic physical activity at least once a week (%) daily consumption of 1-4 portions of fruit notes: circles indicate countries each country is represented by multiple circles (one for each indicator and each subgroup).","inequality in self-reported ncds and risk factors between persons with severe disability and persons with no disability across 31 european countries, 2019 persons with chronic lower respiratory diseases (excluding asthma) (%) persons with coronary heart disease or persons with stroke or chronic consequences of stroke (%) persons with diabetes (%) persons with chronic depression (%) persons with high blood pressure (%) persons who are obese (body mass index [bmi] kyenkana oba okusinga 30) (%) okukola emirimu gy’omubiri egy’amaanyi egy’obulamu waakiri omulundi gumu mu wiiki (%) okukozesa buli lunaku okw’ebitundu 1-4 eby’obuwandiike bw’ebibala: enkulungo ziraga amawanga buli nsi ekiikirira enzirugavu eziwera (ekimu ku buli kiraga ne buli kibinja ekitono)."
difference is the difference between the median estimate values for persons with severe disability and persons with no disability.,enjawulo y’enjawulo wakati w’emiwendo gy’okubalirira egy’omu makkati eri abantu abalina obulemu obw’amaanyi n’abantu abatalina bulemu.
ratio is the ratio between the median estimate values for persons with severe disability and persons with no disability.,omugerageranyo gwe mugerageranyo wakati w’emiwendo gy’okubalirira egy’omu makkati eri abantu abalina obulemu obw’amaanyi n’abantu abatalina bulemu.
the indicators are based on self-reported chronic conditions or risk factors in 12months prior to the survey.,ebipimo byesigamiziddwa ku mbeera ez’olubeerera ez’okwewandiisa oba ensonga ez’obulabe mu myezi 12 nga okunoonyereza tekunnabaawo.
a systematic review of 29 studies from eight high-income countries found that women with disabilities are 22% less likely to have been screened for breast cancer and 33% less likely to have been screened for cervical cancer than their non-disabled peers .,okunoonyereza okutegekeddwa mu nkola 29 okuva mu nsi munaana ezirina ensimbi ennyingi kwazuula nti abakyala abaliko obulemu batono ebitundu 22% okwekebejjebwa kookolo w’amabeere ate 33% nga tebatera kukeberebwa kookolo w’omumwa gwa nnabaana okusinga bannaabwe abatalina bulemu .
"data from multiple indicator cluster surveys in 28 countries show that children with disabilities are generally at greater risk of missing out on vaccinations: only 44% of children aged 2435months with more than one functional difficulty are fully vaccinated, compared with 58% of children at the same age without evidence from 37 countries shows that persons with disabilities have lower access to health services than those without disabilities (fig.","ebiwandiiko okuva mu kunoonyereza ku bibinja ebingi mu nsi 28 biraga nti abaana abaliko obulemu okutwalira awamu bali mu bulabe bwa maanyi obw’okusubwa okugema: 44% bokka ku baana ab’emyaka 2435 abalina obuzibu obusukka mu bumu bwe bagemebwa mu bujjuvu, bw’ogeraageranya n’abaana 58% ku myaka gye gimu nga tebalina bujulizi okuva mu nsi 37 kiraga nti abantu abalina obulemu balina obuzibu bwe balina ku buyambi obutono okusinga abo abatalina bujulizi (fig balaga nti abantu abalina obulemu balina obuzibu obutono."
"across these countries, the median estimate shows that persons with disabilities are more than four times as likely as persons without disabilities to be unable to get health care when they need it: 9% of persons with disabilities versus 2% of persons without disabilities indicated that they needed but could not get health care.","mu nsi zino zonna, okubalirira okw’omu makkati kulaga nti abantu abaliko obulemu basukka emirundi ena okusinga abantu abatalina bulemu obutasobola kufuna bujjanjabi nga babulina: 9% ku bantu abaliko obulemu okusinziira ku bantu 2% abatalina bulemu balaga nti beetaaga naye nga tebasobola kufuna bujjanjabi."
"in eight countries, more than 20% of persons with disabilities were not able to get health care when they needed it (21, 22).","mu nsi munaana, abantu abaliko obulemu abasoba mu 20% tebaasobola kufuna bujjanjabi nga bwe baali beetaaga (21, 22)."
"in european countries, costs of services, geographical location and long waiting lists, which disproportionately affect persons with disabilities, are major factors in the lower access to health services.","mu nsi za bulaaya, ssente z’obuweereza, ekifo n’enkalala z’okulinda okumala ebbanga, ekikosa ennyo abantu abaliko obulemu, bye bintu ebikulu mu kufuna empeereza y’ebyobulamu entono."
"beyond health-system factors, persons with disabilities are also more likely to have risk factors for ill health.","okusukka ku nsonga z‟enkola y‟ebyobulamu, abantu abaliko obulemu nabo batera okuba n‟ensonga ez‟obulabe eri obulwadde."
"data from 31 european countries show that, compared with persons without disabilities, persons with severe disabilities are overall three times as likely to self-report having high blood pressure, twice as likely to be obese and a third as likely to do regular aerobic physical activity (fig.","ebiwandiiko okuva mu nsi 31 eza bulaaya biraga nti, bw’ogeraageranya n’abantu abatalina bulemu, abantu abaliko obulemu obw’amaanyi okutwalira awamu batera okwewandiisa emirundi esatu nga balina puleesa, emirundi ebiri okubeera omugejjo ate owookusatu okusinga okukola emirimu gy’omubiri egya bulijjo (fig."
"very often, the reason for the higher risk factor presence in persons with disabilities is the lack of accessible health promotion and prevention strategies, which do not allow this population to benefit equally .","emirundi mingi nnyo, ensonga lwaki waliwo akabi akasingawo mu bantu abaliko obulemu kwe butabeera na nkola za kutumbula bulamu n‟okuziyiza okutuukirika, ezitakkiriza bantu bano kuganyulwa kyenkanyi ."
poverty is a solid example to demonstrate this.,obwavu kyakulabirako kinywevu okulaga kino.
"across european countries, 77.7% of persons with severe disabilities were at risk of poverty before social transfers (such as benefits, allowances and pensions), compared with 35.2% of persons with no disability.","mu nsi za bulaaya, abantu 77.7% abaliko obulemu obw’amaanyi baali mu bulabe bw’obwavu nga tebannaba kukyusa bantu (nga emiganyulo, ensako n’akasiimo), bw’ogeraageranya n’ebitundu 35.2% ku bantu abatalina bulemu."
"yet even after social transfers, poverty risk is still double among persons with disabilities (24.4%, compared with 13.4%) (fig.","naye ne bwe bamala okukyusa embeera z‟abantu, akabi k‟obwavu kakyalimu emirundi ebiri mu bantu abaliko obulemu (24.4%, bw‟ogeraageranya ne 13.4%) (fig."
"in nine countries, there was little or no disability-related inequity in poverty risk (5percentage points difference), yet in the remaining countries the gap ranged up to 35.7 percentage points (18, 21).","mu nsi mwenda, waaliwo obutali bwenkanya obukwata ku bulemu obutono oba obutabaawo mu bulabe bw’obwavu (enjawulo mu bitundu 5100), naye mu nsi ezisigaddewo ekituli kyali kituuka ku bitundu 35.7 ku buli 100 (18, 21)."
"percentage of persons who needed but could not get health care, by disability status, in 37 self-reported unmet needs for some or severe disability notes: circles indicate countries each country is represented by multiple circles (one for each indicator and each subgroup).","ebitundu ku kikumi eby‟abantu abeetaaga naye nga tebasobola kufuna bujjanjabi, okusinziira ku mbeera y‟obulemu, mu 37 ebyetaago ebitannaba kutuukirizibwa ku bimu oba eby‟obulemu eby‟amaanyi: enkulungo ziraga amawanga buli nsi ekiikirira enzirugavu eziwera (emu ku buli kiraga ne buli kibinja ekitono)."
difference is the difference between the median estimate values for persons with disability and persons with no disability.,enjawulo y’enjawulo wakati w’emiwendo gy’okubalirira egy’omu makkati eri abantu abaliko obulemu n’abantu abatalina bulemu.
ratio is the ratio between the median estimate values for persons with disability and persons with no disability.,omugerageranyo gwe mugerageranyo wakati w’emiwendo gy’okubalirira egy’omu makkati eri abantu abaliko obulemu n’abantu abatalina bulemu.
"according to the analysis from 36 european countries, persons with severe disability are overall twice as likely to report having unmet health-care needs due to financial limitations than persons with no disability.","okusinziira ku kwekenneenya okuva mu mawanga ga bulaaya 36, abantu abaliko obulemu obw’amaanyi okutwalira awamu batera okutegeeza nti balina ebyetaago by’ebyobulamu ebitannaba kutuukirira olw’obuzibu bw’ensimbi okusinga abantu abatalina bulemu."
they are also almost twice as likely to be unable to meet unexpected financial expenses (e.g.,era kumpi emirundi ebiri okusinga tezisobola kusasula ssente z’ensimbi ze batasuubira (e.g.
"gaps in formal social support mechanisms may mean that persons with disabilities are reliant on family members for support to engage in health activities and support for their mental health; yet the proportion of persons who felt they had strong social support was overall 10percentage points lower among persons with severe disabilities (18, 21).","ebituli mu nkola entongole ez‟okuwagira embeera z‟abantu biyinza okutegeeza nti abantu abaliko obulemu beesigamye ku bantu b‟omu maka okusobola okuwagira emirimu gy‟ebyobulamu n‟okuwagira obulamu bwabwe obw‟omutwe; naye ekitundu ky‟abantu abaali bawulira nti balina obuyambi obw‟amaanyi mu mbeera z‟abantu kyali okutwalira awamu ebitundu 10 ku buli 100 ebya wansi mu bantu abaliko obulemu obw‟amaanyi (18, 21)."
"evidence also suggests that, compared with persons without disabilities, persons with disabilities are at greater risk of violence, including ipv,1 but significant data gaps remain.","obujulizi era bulaga nti, bw’ogeraageranya n’abantu abatalina bulemu, abantu abaliko obulemu bali mu bulabe bwa maanyi obw’obutabanguko, omuli ipv,1 naye ebituli ebinene eby’amawulire bikyaliyo."
"inequality in health determinants between persons with severe disability and persons with no disability across 36 european countries, indicator people at risk of poverty before social transfers (%) people at risk of poverty (%) self-reported unmet needs for health care for inability to face unexpected financial expenses (%) housing cost overburden rate (%) severe material deprivation (%) overall perceived strong social support (%) notes: circles indicate countries each country is represented by multiple circles (one for each indicator and each subgroup).","inequality in health determinants between persons with severe disability and persons with no disability across 36 european countries, indicator people at risk of poverty before social transfers (%) people at risk of poverty (%) self-reported unmet needs for health care for inability to face unexpected financial expenses (%) housing cost overburden rate (%) severe material deprivation (%) overall perceived strong social support (%) notes: circles indicate countries each country is represented by multiple circles (one for each indicator and each ekibinja ekitono)."
"box 4.4 intimate partner violence against women with disabilities a systematic review of 26 studies, mainly from high-income countries, concluded that the prevalence of all forms of ipv (including physical, psychological/emotional, sexual and financial) was higher among women with disabilities than among women without disabilities .","bokisi 4.4 okutulugunya kw’abaagalana okw’omukwano ku bakyala abaliko obulemu okwekenneenya okunoonyereza okutegekeddwa 26, okusinga okuva mu nsi ezirina ssente ennyingi, kwazuula nti obungi bwa ipv obw’engeri zonna (nga mw’otwalidde omubiri, ebirowoozo/enneewulira, eby’okwegatta n’eby’ensimbi) bwali bungi mu bakyala abaliko obulemu okusinga mu bakyala abatalina bulemu ."
evidence is also emerging from low- and middle-income countries.,obujulizi era buva mu nsi ezirina ssente entono n’eza wakati.
"for example, analysis of data from seven violence-prevention programmes in low- and middle-income countries indicated that women with disabilities were nearly twice as likely to report past-12-month ipv than women without disabilities .","okugeza, okwekenneenya data okuva mu nteekateeka musanvu ez’okuziyiza effujjo mu nsi ezirina ssente entono n’eza wakati kwalaga nti abakyala abaliko obulemu baali kumpi emirundi ebiri okutegeeza ipv ey’emyezi 12 egiyise okusinga abakyala abatalina bulemu ."
"current estimates are likely significant underestimates, as women with disabilities tend to be underrepresented in surveys and may also experience disability-specific types of violence that are often unmeasured.","okubalirira okuliwo kati kuyinza okuba okw’amaanyi okunyooma, kubanga abakyala abaliko obulemu batera obutakiikirirwa bulungi mu kunoonyereza era bayinza n’okufuna ebika by’effujjo ebikwata ku bulemu ebitera obutali bulung’amya."
"for a better understanding of the risk factors for violence against women, and to enable the development of more specialized prevention strategies and response plans, it is necessary to improve the inclusion of women with disabilities and the issue of disability within violence against women in population-based surveys and research.","okusobola okutegeera obulungi ensonga eziyinza okuleeta effujjo ku bakyala, n‟okusobozesa okukola enkola ez‟enjawulo ez‟okuziyiza n‟enteekateeka z‟okuddamu, kyetaagisa okulongoosa mu kussaamu abakyala abaliko obulemu n‟ensonga y‟obulemu mu kutulugunya abakyala mu kunoonyereza okwesigamiziddwa ku bungi bw‟abantu n‟okunoonyereza."
it is essential that the actions that governments take to advance disability inclusion in the health sector are informed by valid and reliable data that allow monitoring and tracking progress.,kikulu nnyo nti ebikolwa gavumenti bye zikola okutumbula okuyingiza obulemu mu kitongole ky’ebyobulamu bitegeezebwa ebikwata ku nsonga entuufu era ebyesigika ebisobozesa okulondoola n’okulondoola enkulaakulana.
"as shown above, however, data on health inequities among persons with disabilities are scarce.","nga bwe kiragibwa waggulu, naye, ebikwata ku butali bwenkanya mu by‟obulamu mu bantu abaliko obulemu biba bitono."
"factors contributing to the inequity are frequently not well captured, making it difficult sometimes to explore the drivers of the differences and whether these differences are indeed due to unjust or unfair factors.","ensonga eziviirako obutali bwenkanya emirundi mingi tezikwatibwa bulungi, ekikaluubiriza oluusi okunoonyereza ku bavuzi b’enjawulo n’okumanya oba ddala enjawulo zino ziva ku nsonga ezitali za bwenkanya oba ezitali za bwenkanya."
the collection of data on disability is often deprioritized in many countries; consequently the evidence of health inequities and their contributing factors is more limited than for other groups in marginalized situations.,okukung’aanya ebikwata ku bulemu kutera okuggyibwako mu nsi nnyingi; n’olwekyo obujulizi bw’obutali bwenkanya mu by’obulamu n’ensonga ezibayamba bukoma okusinga ku bibinja ebirala mu mbeera eziteekeddwa ku mabbali.
"however, lack of evidence should not be interpreted as a lack of inequities.","kyokka, obutaba na bujulizi tebulina kutaputibwa ng’obutaba na butali bwenkanya."
"there is a fundamental need to collect or disaggregate population- and facility-based data based on disability status, across the different levels of country health information systems.","waliwo obwetaavu obukulu obw‟okukung‟aanya oba okwawulamu ebikwata ku bungi bw‟abantu n‟ebifo okusinziira ku mbeera y‟obulemu, mu mitendera egy‟enjawulo egy‟enkola z‟amawulire agakwata ku bulamu bw‟ensi."
"for example, at input level, administrative sources such as financial tracking systems, databases and records on human resources, infrastructure or policies can be used to understand how financing for disability works, or whether health facilities are accessible.","okugeza, ku mutendera gw’okuyingiza, ensonda z’obufuzi nga enkola z’okulondoola eby’ensimbi, ebifo ebitereka amawulire n’ebiwandiiko ebikwata ku bakozi, ebikozesebwa oba enkola bisobola okukozesebwa okutegeera engeri ensimbi z’obulemu gye zikolamu, oba oba ebifo by’ebyobulamu bituukirirwa."
"at output level, facility assessments or facility reporting systems can measure availability of services, service readiness or quality.","ku ddaala ly’ebifulumizibwa, okwekenneenya ebifo oba enkola z’okukola lipoota ku bifo zisobola okupima okubeerawo kw’obuweereza, okwetegekera obuweereza oba omutindo."
"at outcome and impact level, disability-specific surveys or routine health and demographic surveys that allow disaggregation of data by disability, and integrating disability indicators in facility-level data collection can facilitate in-depth understanding of the experiences of persons with disabilities in terms of health-care needs and coverage.","ku ddaala ly‟ebivaamu n‟okukosebwa, okunoonyereza okw‟enjawulo ku bulemu oba okunoonyereza okwa bulijjo okw‟ebyobulamu n‟embeera y‟abantu okusobozesa okugabanya amawulire nga bakozesa obulemu, n‟okugatta ebiraga obulemu mu kukung‟aanya ebikwata ku mutendera gw‟ekifo kiyinza okwanguyiza okutegeera okw‟obwegendereza ku bumanyirivu bw‟abantu abaliko obulemu mu ngeri y‟obwetaavu bw‟ebyobulamu n‟okubikka."
chile is among the countries that have implemented the who model disability survey to inform policy (box 4.5).,chile y’emu ku nsi ezissa mu nkola okunoonyereza kwa who model disability okutegeeza enkola (box 4.5).
"only through valid and reliable data on disability will countries be able to develop evidenced-based policies to monitor the sdgs, to measure progress towards national targets such as uhc and to take stock of the challenges world health statistics 2024: monitoring health for the sdgs, sustainable development goals","okuyita mu biwandiiko ebituufu era ebyesigika ku bulemu amawanga gasobola okukola enkola ezesigamiziddwa ku bujulizi okulondoola sdgs, okupima enkulaakulana eri mu bigendererwa by’eggwanga nga uhc n’okutunuulira okusoomoozebwa kw’ebibalo by’ebyobulamu eby’ensi yonna 2024: okulondoola ebyobulamu eri sdgs, ebiruubirirwa by’enkulaakulana ey’olubeerera"
"who has been supporting the successful implementation of the mds in more than 15 countries to date, providing a comprehensive assessment of the situation of persons with disabilities, and contributing to better public policy.","who ebadde ewagira okussa mu nkola obulungi mds mu nsi ezisukka mu 15 okutuuka kati, nga egaba okwekenneenya okujjuvu ku mbeera y’abantu abaliko obulemu, n’okuyamba mu nkola ya gavumenti ennungi."
"for example, law 21.015 on labour inclusion was implemented, setting a labour quota of 1% for workers with disabilities that all companies with more than 100 workers must meet with plans dedicated to gradually increase this percentage.","okugeza, etteeka 21.015 ku kuyingiza abakozi lyassibwa mu nkola, ne liteekawo omuwendo gw’abakozi ogwa 1% eri abakozi abaliko obulemu nti kkampuni zonna ezirina abakozi abasukka mu 100 zirina okutuukiriza enteekateeka ezeewaddeyo okwongera mpolampola ekitundu kino."
